Inns,Score,Overs,Conc,Wkts,Ct,St,Unnamed: 7,Opposition,Ground,Start Date,        Type,Format,Team
2,1,-,-,-,-,-,,ODI v Bangladesh,Mirpur,18-Jun-15,ODI # 3658,ODI ,Bangladesh
1,23,-,-,-,-,-,,ODI v Bangladesh,Mirpur,21-Jun-15,ODI # 3660,ODI ,Bangladesh
2,-,DNB,-,-,0,0,,ODI v Bangladesh,Mirpur,21-Jun-15,ODI # 3660,ODI ,Bangladesh
1,25,-,-,-,-,-,,ODI v Bangladesh,Mirpur,24-Jun-15,ODI # 3661,ODI ,Bangladesh
2,-,DNB,-,-,0,0,,ODI v Bangladesh,Mirpur,24-Jun-15,ODI # 3661,ODI ,Bangladesh
1,-,DNB,-,-,0,0,,Test v Sri Lanka,Galle,12-Aug-15,Test # 2176,Test, Sri Lanka
2,103,-,-,-,-,-,,Test v Sri Lanka,Galle,12-Aug-15,Test # 2176,Test, Sri Lanka
3,-,DNB,-,-,0,0,,Test v Sri Lanka,Galle,12-Aug-15,Test # 2176,Test, Sri Lanka
4,3,-,-,-,-,-,,Test v Sri Lanka,Galle,12-Aug-15,Test # 2176,Test, Sri Lanka
1,78,-,-,-,-,-,,Test v Sri Lanka,Colombo (PSS),20-Aug-15,Test # 2177,Test, Sri Lanka
2,-,DNB,-,-,0,0,,Test v Sri Lanka,Colombo (PSS),20-Aug-15,Test # 2177,Test, Sri Lanka
3,10,-,-,-,-,-,,Test v Sri Lanka,Colombo (PSS),20-Aug-15,Test # 2177,Test, Sri Lanka
4,-,DNB,-,-,1,0,,Test v Sri Lanka,Colombo (PSS),20-Aug-15,Test # 2177,Test, Sri Lanka
1,18,-,-,-,-,-,,Test v Sri Lanka,Colombo (SSC),28-Aug-15,Test # 2179,Test, Sri Lanka
2,-,DNB,-,-,1,0,,Test v Sri Lanka,Colombo (SSC),28-Aug-15,Test # 2179,Test, Sri Lanka
3,21,-,-,-,-,-,,Test v Sri Lanka,Colombo (SSC),28-Aug-15,Test # 2179,Test, Sri Lanka
4,-,DNB,-,-,1,0,,Test v Sri Lanka,Colombo (SSC),28-Aug-15,Test # 2179,Test, Sri Lanka
1,43,-,-,-,-,-,,T20I v South Africa,Dharamsala,02-Oct-15,T20I # 456,T20I, South Africa
2,-,DNB,-,-,0,0,,T20I v South Africa,Dharamsala,02-Oct-15,T20I # 456,T20I, South Africa
1,1,-,-,-,-,-,,T20I v South Africa,Cuttack,05-Oct-15,T20I # 457,T20I, South Africa
2,-,DNB,-,-,0,0,,T20I v South Africa,Cuttack,05-Oct-15,T20I # 457,T20I, South Africa
1,-,0.2,1,0,0,0,,ODI v South Africa,Kanpur,11-Oct-15,ODI # 3689,ODI ,South Africa
2,11,-,-,-,-,-,,ODI v South Africa,Kanpur,11-Oct-15,ODI # 3689,ODI ,South Africa
1,12,-,-,-,-,-,,ODI v South Africa,Indore,14-Oct-15,ODI # 3692,ODI ,South Africa
2,-,DNB,-,-,3,0,,ODI v South Africa,Indore,14-Oct-15,ODI # 3692,ODI ,South Africa
1,-,DNB,-,-,0,0,,ODI v South Africa,Rajkot,18-Oct-15,ODI # 3695,ODI ,South Africa
2,77,-,-,-,-,-,,ODI v South Africa,Rajkot,18-Oct-15,ODI # 3695,ODI ,South Africa
1,138,-,-,-,-,-,,ODI v South Africa,Chennai,22-Oct-15,ODI # 3698,ODI ,South Africa
